,game_event_index,Unnamed: 0,game_str,play_id,at_bat,play_per_game,timestamp,player_position,event_code
699,25177,25177,1902_23_TeamMA_TeamA1,178,47.0,178,6256538,10,4
700,25188,25188,1902_23_TeamMA_TeamA1,180,48.0,180,6331238,10,4
701,25285,25285,1902_23_TeamMA_TeamA1,211,54.0,211,7424238,10,4
702,25321,25321,1902_23_TeamMA_TeamA1,221,55.0,221,7737038,10,4
703,25329,25329,1902_23_TeamMA_TeamA1,222,56.0,222,8080538,10,4
704,25420,25420,1902_23_TeamMA_TeamA1,247,64.0,247,9061638,10,4
705,25441,25441,1902_23_TeamMA_TeamA1,252,65.0,252,9198988,10,4
706,25457,25457,1902_23_TeamMA_TeamA1,255,66.0,255,9311538,10,4
707,25474,25474,1902_23_TeamMA_TeamA1,259,67.0,259,9495388,10,4
708,25498,25498,1902_23_TeamMA_TeamA1,265,70.0,265,9677288,10,4
709,25517,25517,1902_23_TeamMA_TeamA1,269,71.0,269,9795938,10,4
710,25534,25534,1902_23_TeamMA_TeamA1,273,72.0,273,10094038,10,4
711,25596,25596,1902_15_TeamMK_TeamB,4,1.0,4,58664,10,4
712,25608,25608,1902_15_TeamMK_TeamB,6,2.0,6,126514,10,4
713,25619,25619,1902_15_TeamMK_TeamB,8,3.0,8,194964,10,4
714,25677,25677,1902_15_TeamMK_TeamB,24,8.0,24,778714,10,4
715,25738,25738,1902_15_TeamMK_TeamB,40,11.0,40,1205664,10,4
716,25756,25756,1902_15_TeamMK_TeamB,44,12.0,44,1296214,10,4
717,25769,25769,1902_15_TeamMK_TeamB,47,13.0,47,1397364,10,4
718,25793,25793,1902_15_TeamMK_TeamB,53,14.0,53,1542514,10,4
719,25816,25816,1902_15_TeamMK_TeamB,59,15.0,59,1794064,10,4
720,25925,25925,1902_15_TeamMK_TeamB,91,22.0,91,2846864,10,4
721,25937,25937,1902_15_TeamMK_TeamB,93,23.0,93,3024364,10,4
722,25954,25954,1902_15_TeamMK_TeamB,97,25.0,97,3146114,10,4
723,25966,25966,1902_15_TeamMK_TeamB,99,26.0,99,3217414,10,4
724,26062,26062,1902_15_TeamMK_TeamB,127,35.0,127,4210214,10,4
725,26080,26080,1902_15_TeamMK_TeamB,131,36.0,131,4392764,10,4
726,26090,26090,1902_15_TeamMK_TeamB,132,37.0,132,4432314,10,4
727,26106,26106,1902_15_TeamMK_TeamB,135,38.0,135,4499414,10,4
728,26156,26156,1902_15_TeamMK_TeamB,149,41.0,149,4940714,10,4
729,26172,26172,1902_15_TeamMK_TeamB,151,42.0,151,5010764,10,4
730,26211,26211,1902_15_TeamMK_TeamB,159,44.0,159,5288764,10,4
731,26240,26240,1902_15_TeamMK_TeamB,167,46.0,167,5563514,10,4
732,26297,26297,1902_15_TeamMK_TeamB,183,49.0,183,6141564,10,4
733,26322,26322,1902_15_TeamMK_TeamB,189,50.0,189,6280564,10,4
734,26333,26333,1902_15_TeamMK_TeamB,191,51.0,191,6485464,10,4
735,26357,26357,1902_15_TeamMK_TeamB,197,53.0,197,6780614,10,4
736,26400,26400,1902_15_TeamMK_TeamB,209,55.0,209,7205114,10,4
737,26423,26423,1902_15_TeamMK_TeamB,215,56.0,215,7429764,10,4
738,26492,26492,1902_15_TeamMK_TeamB,234,61.0,234,8049214,10,4
739,26568,26568,1902_15_TeamMK_TeamB,257,69.0,257,8901164,10,4
740,26585,26585,1902_15_TeamMK_TeamB,261,70.0,261,9169314,10,4
741,26593,26593,1902_15_TeamMK_TeamB,262,71.0,262,9207064,10,4
742,26642,26642,1902_15_TeamMK_TeamB,276,75.0,276,9820764,10,4
743,26746,26746,1902_04_TeamML_TeamB,13,4.0,13,344234,10,4
744,26759,26759,1902_04_TeamML_TeamB,15,5.0,15,394584,10,4
745,26843,26843,1902_04_TeamML_TeamB,39,10.0,39,973884,10,4
746,26852,26852,1902_04_TeamML_TeamB,40,11.0,40,1113934,10,4
747,26866,26866,1902_04_TeamML_TeamB,43,12.0,43,1172984,10,4
748,26904,26904,1902_04_TeamML_TeamB,53,,53,1441934,10,4
749,26981,26981,1902_04_TeamML_TeamB,76,21.0,76,2213134,10,4
750,27006,27006,1902_04_TeamML_TeamB,82,22.0,82,2358034,10,4
751,27043,27043,1902_04_TeamML_TeamB,91,24.0,91,2676384,10,4
752,27052,27052,1902_04_TeamML_TeamB,92,24.0,92,2763834,10,4
753,27067,27067,1902_04_TeamML_TeamB,93,25.0,93,2819334,10,4
754,27108,27108,1902_04_TeamML_TeamB,104,30.0,104,3271584,10,4
755,27128,27128,1902_04_TeamML_TeamB,109,31.0,109,3375834,10,4
756,27138,27138,1902_04_TeamML_TeamB,110,32.0,110,3523034,10,4
757,27148,27148,1902_04_TeamML_TeamB,112,33.0,112,3570384,10,4
758,27177,27177,1902_04_TeamML_TeamB,119,35.0,119,3763534,10,4
759,27205,27205,1902_04_TeamML_TeamB,125,38.0,125,4067634,10,4
760,27224,27224,1902_04_TeamML_TeamB,129,39.0,129,4173984,10,4
761,27249,27249,1902_04_TeamML_TeamB,135,40.0,135,4328184,10,4
762,27270,27270,1902_04_TeamML_TeamB,140,41.0,140,4446434,10,4
763,27335,27335,1902_04_TeamML_TeamB,158,48.0,158,5180334,10,4
764,27362,27362,1902_04_TeamML_TeamB,165,50.0,165,5314234,10,4
765,27406,27406,1902_04_TeamML_TeamB,178,52.0,178,5713234,10,4
766,27425,27425,1902_04_TeamML_TeamB,182,53.0,182,5808734,10,4
767,27450,27450,1902_04_TeamML_TeamB,187,54.0,187,5951484,10,4
768,27461,27461,1902_04_TeamML_TeamB,189,55.0,189,6015934,10,4
769,27477,27477,1902_04_TeamML_TeamB,192,56.0,192,6099334,10,4
770,27527,27527,1902_04_TeamML_TeamB,205,60.0,205,6773134,10,4
771,27564,27564,1902_04_TeamML_TeamB,215,63.0,215,7126884,10,4
772,27589,27589,1902_04_TeamML_TeamB,220,64.0,220,7254734,10,4
773,27606,27606,1902_04_TeamML_TeamB,224,65.0,224,7360434,10,4
774,27640,27640,1902_04_TeamML_TeamB,233,67.0,233,7688384,10,4
775,27692,27692,1902_04_TeamML_TeamB,247,71.0,247,8219184,10,4
776,27713,27713,1902_04_TeamML_TeamB,252,72.0,252,8343634,10,4
777,27730,27730,1902_04_TeamML_TeamB,255,73.0,255,8433284,10,4
778,27797,27797,1902_04_TeamML_TeamB,275,78.0,275,9155684,10,4
779,27808,27808,1902_04_TeamML_TeamB,278,79.0,278,9240434,10,4
780,27815,27815,1902_04_TeamML_TeamB,279,80.0,279,9280634,10,4
781,27846,27846,1902_04_TeamML_TeamB,287,81.0,287,9574484,10,4
782,27865,27865,1902_04_TeamML_TeamB,292,82.0,292,9854934,10,4
783,27904,27904,1902_04_TeamML_TeamB,301,85.0,301,10099284,10,4
784,27931,27931,1903_24_TeamNA_TeamA1,7,3.0,7,201569,10,4
785,27948,27948,1903_24_TeamNA_TeamA1,10,5.0,10,392469,10,4
786,27966,27966,1903_24_TeamNA_TeamA1,15,6.0,15,491269,10,4
787,28032,28032,1903_24_TeamNA_TeamA1,31,10.0,31,960419,10,4
788,28042,28042,1903_24_TeamNA_TeamA1,32,11.0,32,1003769,10,4
789,28130,28130,1903_24_TeamNA_TeamA1,57,17.0,57,1760019,10,4
790,28146,28146,1903_24_TeamNA_TeamA1,60,18.0,60,1814519,10,4
791,28163,28163,1903_24_TeamNA_TeamA1,64,19.0,64,2007019,10,4
792,28238,28238,1903_24_TeamNA_TeamA1,84,24.0,84,2708819,10,4
793,28274,28274,1903_24_TeamNA_TeamA1,93,25.0,93,2887869,10,4
794,28294,28294,1903_24_TeamNA_TeamA1,98,26.0,98,3000669,10,4
795,28337,28337,1903_24_TeamNA_TeamA1,108,30.0,108,3337119,10,4
796,28364,28364,1903_24_TeamNA_TeamA1,115,32.0,115,3587119,10,4
797,28405,28405,1903_24_TeamNA_TeamA1,123,35.0,123,3890919,10,4
798,28468,28468,1903_24_TeamNA_TeamA1,142,39.0,142,4481019,10,4
799,28488,28488,1903_24_TeamNA_TeamA1,147,40.0,147,4576969,10,4
800,28497,28497,1903_24_TeamNA_TeamA1,148,41.0,148,4608519,10,4
801,28524,28524,1903_24_TeamNA_TeamA1,156,43.0,156,4901969,10,4
802,28536,28536,1903_24_TeamNA_TeamA1,157,44.0,157,4937569,10,4
803,28558,28558,1903_24_TeamNA_TeamA1,162,45.0,162,5133869,10,4
804,28572,28572,1903_24_TeamNA_TeamA1,164,46.0,164,5207719,10,4
805,28591,28591,1903_24_TeamNA_TeamA1,168,48.0,168,5412969,10,4
806,28611,28611,1903_24_TeamNA_TeamA1,173,50.0,173,5508719,10,4
807,28631,28631,1903_24_TeamNA_TeamA1,176,51.0,176,5604819,10,4
808,28702,28702,1903_24_TeamNA_TeamA1,196,56.0,196,6343169,10,4
809,28731,28731,1903_24_TeamNA_TeamA1,203,59.0,203,6641619,10,4
810,28743,28743,1903_24_TeamNA_TeamA1,206,60.0,206,6705669,10,4
811,28751,28751,1903_24_TeamNA_TeamA1,207,61.0,207,6741069,10,4
812,28780,28780,1903_24_TeamNA_TeamA1,215,63.0,215,7018319,10,4
813,28798,28798,1903_24_TeamNA_TeamA1,219,64.0,219,7105869,10,4
814,28816,28816,1903_03_TeamNE_TeamA2,3,1.0,3,27528,10,4
815,28866,28866,1903_03_TeamNE_TeamA2,19,4.0,19,368178,10,4
816,28886,28886,1903_03_TeamNE_TeamA2,23,6.0,23,578428,10,4
817,28902,28902,1903_03_TeamNE_TeamA2,27,7.0,27,648878,10,4
818,28927,28927,1903_03_TeamNE_TeamA2,33,9.0,33,890678,10,4
819,28935,28935,1903_03_TeamNE_TeamA2,34,10.0,34,925478,10,4
820,28947,28947,1903_03_TeamNE_TeamA2,36,11.0,36,983328,10,4
821,29001,29001,1903_03_TeamNE_TeamA2,52,14.0,52,1379428,10,4
822,29017,29017,1903_03_TeamNE_TeamA2,55,15.0,55,1431128,10,4
823,29028,29028,1903_03_TeamNE_TeamA2,57,16.0,57,1587878,10,4
824,29035,29035,1903_03_TeamNE_TeamA2,58,17.0,58,1623878,10,4
825,29054,29054,1903_03_TeamNE_TeamA2,62,18.0,62,1726828,10,4
826,29104,29104,1903_03_TeamNE_TeamA2,75,22.0,76,2201528,10,4
827,29156,29156,1903_03_TeamNE_TeamA2,90,25.0,91,2602478,10,4
828,29165,29165,1903_03_TeamNE_TeamA2,91,26.0,92,2636878,10,4
829,29185,29185,1903_03_TeamNE_TeamA2,96,27.0,97,2730128,10,4
830,29216,29216,1903_03_TeamNE_TeamA2,104,30.0,105,3043828,10,4
831,29293,29293,1903_03_TeamNE_TeamA2,128,34.0,129,3628628,10,4
832,29343,29343,1903_03_TeamNE_TeamA2,142,37.0,143,4017378,10,4
833,29369,29369,1903_03_TeamNE_TeamA2,148,39.0,149,4333278,10,4
834,29378,29378,1903_03_TeamNE_TeamA2,149,40.0,150,4490828,10,4
835,29394,29394,1903_03_TeamNE_TeamA2,153,41.0,154,4563378,10,4
836,29435,29435,1903_03_TeamNE_TeamA2,163,43.0,164,4793378,10,4
837,29452,29452,1903_03_TeamNE_TeamA2,166,45.0,167,5035728,10,4
838,29480,29480,1903_03_TeamNE_TeamA2,173,47.0,174,5187578,10,4
839,29493,29493,1903_03_TeamNE_TeamA2,176,48.0,177,5361578,10,4
840,29530,29530,1903_03_TeamNE_TeamA2,186,51.0,187,5607978,10,4
841,29631,29631,1903_03_TeamNE_TeamA2,214,57.0,215,6772228,10,4
842,29690,29690,1903_03_TeamNE_TeamA2,231,62.0,232,7383828,10,4
843,29733,29733,1903_03_TeamNE_TeamA2,243,64.0,244,7760228,10,4
844,29789,29789,1903_03_TeamNE_TeamA2,260,68.0,261,8266378,10,4
845,29817,29817,1903_03_TeamNE_TeamA2,267,70.0,268,8551528,10,4
846,29844,29844,1903_03_TeamNE_TeamA2,274,73.0,275,8859028,10,4
847,29881,29881,1903_03_TeamNE_TeamA2,280,76.0,281,9237828,10,4
848,29913,29913,1903_03_TeamNE_TeamA2,289,79.0,291,9679678,10,4
849,29924,29924,1903_03_TeamNE_TeamA2,291,80.0,293,9746978,10,4
850,29945,29945,1903_03_TeamNE_TeamA2,296,80.0,298,9901028,10,4
851,29970,29970,1903_12_TeamNC_TeamA1,6,2.0,6,158748,10,4
852,29993,29993,1903_12_TeamNC_TeamA1,13,4.0,13,309598,10,4
853,30032,30032,1903_12_TeamNC_TeamA1,24,6.0,24,743148,10,4
854,30039,30039,1903_12_TeamNC_TeamA1,25,7.0,25,772948,10,4
855,30077,30077,1903_12_TeamNC_TeamA1,35,8.0,35,1071348,10,4
856,30111,30111,1903_12_TeamNC_TeamA1,44,10.0,44,1356448,10,4
857,30125,30125,1903_12_TeamNC_TeamA1,48,11.0,48,1551398,10,4
858,30166,30166,1903_12_TeamNC_TeamA1,61,14.0,61,1941098,10,4
859,30178,30178,1903_12_TeamNC_TeamA1,63,15.0,63,2037754,10,4
860,30189,30189,1903_12_TeamNC_TeamA1,64,16.0,64,2083054,10,4
861,30208,30208,1903_12_TeamNC_TeamA1,69,17.0,69,2221654,10,4
862,30251,30251,1903_12_TeamNC_TeamA1,81,20.0,81,2623854,10,4
863,30284,30284,1903_12_TeamNC_TeamA1,90,22.0,90,2933704,10,4
864,30322,30322,1903_12_TeamNC_TeamA1,100,25.0,100,3275304,10,4
865,30336,30336,1903_12_TeamNC_TeamA1,103,26.0,103,3342304,10,4
866,30379,30379,1903_12_TeamNC_TeamA1,115,29.0,115,3771004,10,4
867,30404,30404,1903_12_TeamNC_TeamA1,121,30.0,121,3878954,10,4
868,30441,30441,1903_12_TeamNC_TeamA1,130,33.0,130,4265504,10,4
869,30461,30461,1903_12_TeamNC_TeamA1,135,34.0,135,4484604,10,4
870,30471,30471,1903_12_TeamNC_TeamA1,136,35.0,136,4548954,10,4
871,30501,30501,1903_12_TeamNC_TeamA1,143,37.0,143,4774954,10,4
872,30619,30619,1903_12_TeamNC_TeamA1,176,47.0,176,6216154,10,4
873,30655,30655,1903_12_TeamNC_TeamA1,186,49.0,186,6715654,10,4
874,30706,30706,1903_12_TeamNC_TeamA1,201,53.0,202,7292904,10,4
875,30735,30735,1903_12_TeamNC_TeamA1,208,55.0,209,7569754,10,4
876,30749,30749,1903_12_TeamNC_TeamA1,211,56.0,212,7657554,10,4
877,30778,30778,1903_12_TeamNC_TeamA1,218,57.0,219,7980854,10,4
878,30841,30841,1903_12_TeamNC_TeamA1,237,62.0,239,8703254,10,4
879,30891,30891,1903_09_TeamNJ_TeamB,15,3.0,16,341634,10,4
880,30923,30923,1903_09_TeamNJ_TeamB,24,4.0,25,627534,10,4
881,31020,31020,1903_09_TeamNJ_TeamB,50,9.0,51,1482334,10,4
882,31051,31051,1903_09_TeamNJ_TeamB,58,11.0,59,1727084,10,4
883,31062,31062,1903_09_TeamNJ_TeamB,60,15.0,61,2380965,10,4
884,31133,31133,1903_09_TeamNJ_TeamB,81,20.0,82,2965815,10,4
885,31149,31149,1903_09_TeamNJ_TeamB,85,22.0,86,3218865,10,4
886,31170,31170,1903_09_TeamNJ_TeamB,90,23.0,91,3360765,10,4
887,31232,31232,1903_09_TeamNJ_TeamB,107,26.0,108,4001765,10,4
888,31244,31244,1903_09_TeamNJ_TeamB,110,27.0,111,4063165,10,4
889,31253,31253,1903_09_TeamNJ_TeamB,111,28.0,112,4097565,10,4
890,31284,31284,1903_09_TeamNJ_TeamB,119,31.0,120,4464815,10,4
891,31341,31341,1903_09_TeamNJ_TeamB,133,35.0,134,4917365,10,4
892,31360,31360,1903_09_TeamNJ_TeamB,137,37.0,138,5142915,10,4
893,31379,31379,1903_09_TeamNJ_TeamB,142,38.0,143,5273965,10,4
894,31428,31428,1903_09_TeamNJ_TeamB,156,41.0,158,5983215,10,4
895,31458,31458,1903_09_TeamNJ_TeamB,162,44.0,164,6262265,10,4
896,31483,31483,1903_09_TeamNJ_TeamB,168,45.0,170,6405215,10,4
897,31508,31508,1903_09_TeamNJ_TeamB,173,46.0,175,6615215,10,4
898,31553,31553,1903_09_TeamNJ_TeamB,186,50.0,189,7204965,10,4
899,31566,31566,1903_09_TeamNJ_TeamB,188,51.0,191,7264265,10,4
900,31588,31588,1903_09_TeamNJ_TeamB,193,53.0,196,7465465,10,4
901,31650,31650,1903_09_TeamNJ_TeamB,211,57.0,214,8127865,10,4
902,31664,31664,1903_09_TeamNJ_TeamB,214,58.0,217,8341615,10,4
903,31673,31673,1903_09_TeamNJ_TeamB,215,59.0,218,8386315,10,4
904,31694,31694,1903_09_TeamNJ_TeamB,220,61.0,223,8553665,10,4
905,31741,31741,1903_09_TeamNJ_TeamB,234,64.0,237,9020415,10,4
906,31797,31797,1903_09_TeamNJ_TeamB,249,68.0,252,9584215,10,4
907,31828,31828,1903_09_TeamNJ_TeamB,257,70.0,260,9919315,10,4
908,31855,31855,1903_09_TeamNJ_TeamB,263,71.0,266,10131915,10,4
909,31880,31880,1903_09_TeamNJ_TeamB,270,74.0,273,10449965,10,4
910,31964,31964,1903_19_TeamNL_TeamB,2,1.0,2,19301,10,4
911,31985,31985,1903_19_TeamNL_TeamB,5,2.0,5,88301,10,4
912,32012,32012,1903_19_TeamNL_TeamB,11,3.0,12,274201,10,4
913,32026,32026,1903_19_TeamNL_TeamB,14,4.0,15,358001,10,4
914,32059,32059,1903_19_TeamNL_TeamB,23,7.0,24,711151,10,4
915,32084,32084,1903_19_TeamNL_TeamB,28,8.0,29,851151,10,4
916,32098,32098,1903_19_TeamNL_TeamB,29,9.0,30,906601,10,4
917,32138,32138,1903_19_TeamNL_TeamB,41,11.0,42,1219551,10,4
918,32168,32168,1903_19_TeamNL_TeamB,48,13.0,50,1485051,10,4
919,32206,32206,1903_19_TeamNL_TeamB,58,17.0,60,1816801,10,4
920,32226,32226,1903_19_TeamNL_TeamB,61,18.0,63,2003901,10,4
921,32250,32250,1903_19_TeamNL_TeamB,67,20.0,69,2123151,10,4
922,32279,32279,1903_19_TeamNL_TeamB,74,22.0,76,2371301,10,4
923,32344,32344,1903_19_TeamNL_TeamB,92,26.0,96,2960651,10,4
924,32395,32395,1903_19_TeamNL_TeamB,106,29.0,110,3513401,10,4
925,32470,32470,1903_19_TeamNL_TeamB,122,35.0,126,4179051,10,4
926,32482,32482,1903_19_TeamNL_TeamB,124,36.0,128,4235951,10,4
927,32507,32507,1903_19_TeamNL_TeamB,130,37.0,134,4390451,10,4
928,32535,32535,1903_19_TeamNL_TeamB,135,39.0,139,4706301,10,4
929,32560,32560,1903_19_TeamNL_TeamB,141,40.0,145,4837401,10,4
930,32596,32596,1903_19_TeamNL_TeamB,150,42.0,154,5090301,10,4
931,32700,32700,1903_19_TeamNL_TeamB,178,49.0,182,6189901,10,4
932,32746,32746,1903_19_TeamNL_TeamB,190,52.0,194,6556201,10,4
933,32765,32765,1903_19_TeamNL_TeamB,194,53.0,198,6678751,10,4
934,32804,32804,1903_19_TeamNL_TeamB,205,55.0,209,7043551,10,4
935,32815,32815,1903_19_TeamNL_TeamB,206,56.0,210,7091801,10,4
936,32864,32864,1903_19_TeamNL_TeamB,219,58.0,223,7442301,10,4
937,32893,32893,1903_19_TeamNL_TeamB,227,60.0,231,7810151,10,4
938,32972,32972,1903_19_TeamNL_TeamB,251,66.0,255,8506701,10,4
939,33001,33001,1903_19_TeamNL_TeamB,256,68.0,260,8625151,10,4
940,33034,33034,1903_19_TeamNL_TeamB,264,70.0,268,8977251,10,4
941,33043,33043,1903_19_TeamNL_TeamB,265,71.0,269,9010901,10,4
942,33072,33072,1903_19_TeamNL_TeamB,272,72.0,276,9167901,10,4
943,33089,33089,1903_19_TeamNL_TeamB,275,73.0,279,9390951,10,4
944,33218,33218,1901_13_TeamLL_TeamB,5,,5,111075,10,4
945,33241,33241,1901_13_TeamLL_TeamB,11,,11,233025,10,4
946,33256,33256,1901_13_TeamLL_TeamB,13,,13,292925,10,4
947,33271,33271,1901_13_TeamLL_TeamB,16,,16,499475,10,4
948,33288,33288,1901_13_TeamLL_TeamB,20,,20,623175,10,4
949,33297,33297,1901_13_TeamLL_TeamB,21,,21,679075,10,4
950,33448,33448,1901_13_TeamLL_TeamB,69,,69,2131724,10,4
951,33536,33536,1901_13_TeamLL_TeamB,97,,97,2944323,10,4
952,33653,33653,1901_13_TeamLL_TeamB,130,,130,3990272,10,4
953,33681,33681,1901_13_TeamLL_TeamB,136,,136,4241922,10,4
954,33691,33691,1901_13_TeamLL_TeamB,138,,138,4285671,10,4
955,33700,33700,1901_13_TeamLL_TeamB,140,,140,4338171,10,4
956,33713,33713,1901_13_TeamLL_TeamB,143,,143,4526771,10,4
957,33727,33727,1901_13_TeamLL_TeamB,145,,145,4601821,10,4
958,33742,33742,1901_13_TeamLL_TeamB,148,,148,4709771,10,4
959,33802,33802,1901_13_TeamLL_TeamB,164,,164,5265871,10,4
960,33811,33811,1901_13_TeamLL_TeamB,166,,166,5431870,10,4
961,33841,33841,1901_13_TeamLL_TeamB,174,,174,5802320,10,4
962,33865,33865,1901_13_TeamLL_TeamB,180,,180,5963970,10,4
963,33876,33876,1901_13_TeamLL_TeamB,183,,183,6133820,10,4
964,33912,33912,1901_13_TeamLL_TeamB,193,,193,6476519,10,4
965,33923,33923,1901_13_TeamLL_TeamB,195,,195,6689169,10,4
966,33940,33940,1901_13_TeamLL_TeamB,199,,199,6786269,10,4
967,33959,33959,1901_13_TeamLL_TeamB,204,,204,6899419,10,4
968,33973,33973,1901_13_TeamLL_TeamB,207,,207,7121919,10,4
969,34021,34021,1901_13_TeamLL_TeamB,221,,221,7661618,10,4
970,34062,34062,1901_13_TeamLL_TeamB,233,,233,8045568,10,4
971,34094,34094,1901_13_TeamLL_TeamB,242,,242,8272318,10,4
972,34166,34166,1901_02_TeamLG_TeamA3,15,,15,349862,10,4
973,34209,34209,1901_02_TeamLG_TeamA3,27,,27,798362,10,4
974,34225,34225,1901_02_TeamLG_TeamA3,29,,29,863261,10,4
975,34241,34241,1901_02_TeamLG_TeamA3,33,,33,975211,10,4
976,34273,34273,1901_02_TeamLG_TeamA3,42,,42,1306511,10,4
977,34300,34300,1901_02_TeamLG_TeamA3,49,,49,1519311,10,4
978,34337,34337,1901_02_TeamLG_TeamA3,59,,59,1852111,10,4
979,34399,34399,1901_02_TeamLG_TeamA3,76,,76,3520647,10,4
980,34439,34439,1901_02_TeamLG_TeamA3,85,,85,3784047,10,4
981,34472,34472,1901_02_TeamLG_TeamA3,94,,94,4095296,10,4
982,34481,34481,1901_02_TeamLG_TeamA3,96,,96,4144346,10,4
983,34516,34516,1901_02_TeamLG_TeamA3,104,,104,4504596,10,4
984,34547,34547,1901_02_TeamLG_TeamA3,112,,112,4756396,10,4
985,34598,34598,1901_02_TeamLG_TeamA3,125,,125,5201545,10,4
986,34631,34631,1901_02_TeamLG_TeamA3,134,,134,5408345,10,4
987,34691,34691,1901_02_TeamLG_TeamA3,150,,150,6155494,10,4
988,34749,34749,1901_02_TeamLG_TeamA3,167,,167,6640294,10,4
989,34828,34828,1901_02_TeamLG_TeamA3,188,,188,7573593,10,4
990,34965,34965,1901_02_TeamLG_TeamA3,229,,229,8861592,10,4
991,34992,34992,1901_02_TeamLG_TeamA3,236,,236,9196342,10,4
992,35052,35052,1901_02_TeamLG_TeamA3,251,,251,9564841,10,4
993,35071,35071,1901_02_TeamLG_TeamA3,256,,256,9788091,10,4
994,35115,35115,1901_02_TeamLG_TeamA3,268,,268,10357490,10,4
995,35157,35157,1901_02_TeamLG_TeamA3,278,,278,10759990,10,4
996,35220,35220,1901_02_TeamLG_TeamA3,296,,296,11313740,10,4
997,35230,35230,1903_31_TeamNB_TeamA1,1,1.0,1,52542,10,4
998,35290,35290,1903_31_TeamNB_TeamA1,15,5.0,15,421292,10,4
999,35308,35308,1903_31_TeamNB_TeamA1,18,6.0,18,503292,10,4
1000,35319,35319,1903_31_TeamNB_TeamA1,20,7.0,20,711392,10,4
1001,35408,35408,1903_31_TeamNB_TeamA1,47,14.0,47,1683738,10,4
1002,35438,35438,1903_31_TeamNB_TeamA1,53,16.0,53,1874338,10,4
1003,35462,35462,1903_31_TeamNB_TeamA1,59,18.0,59,2030438,10,4
1004,35568,35568,1903_31_TeamNB_TeamA1,91,25.0,92,3080588,10,4
1005,35608,35608,1903_31_TeamNB_TeamA1,101,28.0,103,3513088,10,4
1006,35652,35652,1903_31_TeamNB_TeamA1,112,31.0,114,3815438,10,4
1007,35660,35660,1903_31_TeamNB_TeamA1,113,32.0,115,3866738,10,4
1008,35665,35665,1903_31_TeamNB_TeamA1,114,33.0,116,4014488,10,4
1009,35690,35690,1903_31_TeamNB_TeamA1,119,34.0,121,4166738,10,4
1010,35712,35712,1903_31_TeamNB_TeamA1,124,35.0,126,4346588,10,4
1011,35741,35741,1903_31_TeamNB_TeamA1,132,37.0,134,4672438,10,4
1012,35801,35801,1903_31_TeamNB_TeamA1,150,42.0,152,5202688,10,4
1013,35948,35948,1903_31_TeamNB_TeamA1,196,51.0,198,6618888,10,4
1014,35983,35983,1903_31_TeamNB_TeamA1,204,53.0,206,7005138,10,4
1015,36011,36011,1903_31_TeamNB_TeamA1,211,55.0,213,7192888,10,4
1016,36053,36053,1903_31_TeamNB_TeamA1,221,59.0,224,7614538,10,4
1017,36081,36081,1903_31_TeamNB_TeamA1,228,62.0,231,7889388,10,4
1018,36103,36103,1903_31_TeamNB_TeamA1,233,63.0,236,8049088,10,4
1019,36119,36119,1903_31_TeamNB_TeamA1,236,64.0,239,8149088,10,4
1020,36131,36131,1903_31_TeamNB_TeamA1,238,65.0,242,8236438,10,4
1021,36142,36142,1903_31_TeamNB_TeamA1,241,66.0,245,8391288,10,4
1022,36158,36158,1903_31_TeamNB_TeamA1,245,67.0,249,8473338,10,4
1023,36288,36288,1903_31_TeamNB_TeamA1,284,76.0,289,9921638,10,4
1024,36310,36310,1903_31_TeamNB_TeamA1,290,78.0,295,10196988,10,4
1025,36337,36337,1903_31_TeamNB_TeamA1,297,80.0,302,10354638,10,4
1026,36380,36380,1901_09_TeamLK_TeamB,11,,11,524482,10,4
1027,36387,36387,1901_09_TeamLK_TeamB,12,,12,564132,10,4
1028,36413,36413,1901_09_TeamLK_TeamB,19,,19,824482,10,4
1029,36451,36451,1901_09_TeamLK_TeamB,30,,30,1072432,10,4
1030,36484,36484,1901_09_TeamLK_TeamB,38,,38,1314631,10,4
1031,36501,36501,1901_09_TeamLK_TeamB,42,,42,1523531,10,4
1032,36516,36516,1901_09_TeamLK_TeamB,45,,45,1735314,10,4
1033,36535,36535,1901_09_TeamLK_TeamB,50,,50,1922314,10,4
1034,36553,36553,1901_09_TeamLK_TeamB,53,,54,2159183,10,4
1035,36605,36605,1901_09_TeamLK_TeamB,68,,69,2638883,10,4
1036,36640,36640,1901_09_TeamLK_TeamB,78,,79,2873383,10,4
1037,36674,36674,1901_09_TeamLK_TeamB,86,,87,3227282,10,4
1038,36697,36697,1901_09_TeamLK_TeamB,91,,92,3468432,10,4
1039,36718,36718,1901_09_TeamLK_TeamB,96,,97,3683882,10,4
1040,36784,36784,1901_09_TeamLK_TeamB,116,,117,4351281,10,4
1041,36874,36874,1901_09_TeamLK_TeamB,143,,144,5509930,10,4
1042,36932,36932,1901_09_TeamLK_TeamB,160,,161,6059680,10,4
1043,36991,36991,1901_09_TeamLK_TeamB,176,,177,6647479,10,4
1044,37009,37009,1901_09_TeamLK_TeamB,180,,181,6756229,10,4
1045,37018,37018,1901_09_TeamLK_TeamB,181,,182,6803029,10,4
1046,37059,37059,1901_09_TeamLK_TeamB,193,,194,7361528,10,4
1047,37095,37095,1901_09_TeamLK_TeamB,203,,204,7600028,10,4
1048,37106,37106,1901_09_TeamLK_TeamB,205,,206,7774428,10,4
