,Unnamed: 0,game_str,play_id,at_bat,play_per_game,timestamp,player_position,event_code
56142,56142,1902_27_TeamMH_TeamA3,101,25.0,101,3479422,255,16
23377,23377,1903_32_TeamNB_TeamA1,119,40.0,122,3845627,255,16
39764,39764,1903_02_TeamNE_TeamA2,43,13.0,43,1332525,255,16
39765,39765,1903_02_TeamNE_TeamA2,43,13.0,43,1333075,255,16
39766,39766,1903_02_TeamNE_TeamA2,43,13.0,43,1333375,255,16
23378,23378,1903_32_TeamNB_TeamA1,119,40.0,122,3846377,255,16
23379,23379,1903_32_TeamNB_TeamA1,119,40.0,122,3846877,255,16
23380,23380,1903_32_TeamNB_TeamA1,119,40.0,122,3847277,255,16
56155,56155,1902_27_TeamMH_TeamA3,104,26.0,104,3555222,255,16
56156,56156,1902_27_TeamMH_TeamA3,104,26.0,104,3555722,255,16
56157,56157,1902_27_TeamMH_TeamA3,104,26.0,104,3556122,255,16
39779,39779,1903_02_TeamNE_TeamA2,46,14.0,46,1407075,255,16
39780,39780,1903_02_TeamNE_TeamA2,46,14.0,46,1409125,255,16
39781,39781,1903_02_TeamNE_TeamA2,46,14.0,46,1409175,6,2
39793,39793,1903_02_TeamNE_TeamA2,49,15.0,49,1490225,255,16
39794,39794,1903_02_TeamNE_TeamA2,49,15.0,49,1491275,255,16
39795,39795,1903_02_TeamNE_TeamA2,49,15.0,49,1491375,5,2
23417,23417,1903_32_TeamNB_TeamA1,129,44.0,132,4168127,255,16
23418,23418,1903_32_TeamNB_TeamA1,129,44.0,132,4168627,255,16
23419,23419,1903_32_TeamNB_TeamA1,129,44.0,132,4168777,3,2
7041,7041,1902_19_TeamME_TeamA2,109,22.0,109,3911502,255,16
7042,7042,1902_19_TeamME_TeamA2,109,22.0,109,3912052,255,16
7043,7043,1902_19_TeamME_TeamA2,109,22.0,109,3912452,255,16
72583,72583,1903_25_TeamNK_TeamB,3,1.0,3,80565,255,16
39816,39816,1903_02_TeamNE_TeamA2,55,16.0,55,1691275,255,16
39817,39817,1903_02_TeamNE_TeamA2,55,16.0,55,1693125,255,16
72584,72584,1903_25_TeamNK_TeamB,3,1.0,3,81115,255,16
72585,72585,1903_25_TeamNK_TeamB,3,1.0,3,81565,255,16
23434,23434,1903_32_TeamNB_TeamA1,132,46.0,135,4347677,255,16
23435,23435,1903_32_TeamNB_TeamA1,132,46.0,135,4348477,255,16
39818,39818,1903_02_TeamNE_TeamA2,55,16.0,55,1693175,5,2
72586,72586,1903_25_TeamNK_TeamB,3,1.0,3,81815,4,2
23436,23436,1903_32_TeamNB_TeamA1,132,46.0,135,4348927,5,2
23445,23445,1903_32_TeamNB_TeamA1,134,47.0,137,4404377,255,16
23446,23446,1903_32_TeamNB_TeamA1,134,47.0,137,4405727,255,16
56224,56224,1902_27_TeamMH_TeamA3,124,29.0,124,4179072,255,16
56225,56225,1902_27_TeamMH_TeamA3,124,29.0,124,4179872,255,16
56226,56226,1902_27_TeamMH_TeamA3,124,29.0,124,4180272,255,16
39843,39843,1903_02_TeamNE_TeamA2,62,20.0,62,2162041,255,16
39844,39844,1903_02_TeamNE_TeamA2,62,20.0,62,2162741,255,16
39845,39845,1903_02_TeamNE_TeamA2,62,20.0,62,2163241,255,16
56227,56227,1902_27_TeamMH_TeamA3,124,29.0,124,4180722,255,16
56228,56228,1902_27_TeamMH_TeamA3,124,29.0,124,4180872,3,2
23464,23464,1903_32_TeamNB_TeamA1,138,48.0,141,4494527,255,16
23465,23465,1903_32_TeamNB_TeamA1,138,48.0,141,4495377,255,16
39846,39846,1903_02_TeamNE_TeamA2,62,20.0,62,2163591,6,2
72621,72621,1903_25_TeamNK_TeamB,13,5.0,13,449265,255,16
72622,72622,1903_25_TeamNK_TeamB,13,5.0,13,450065,255,16
39855,39855,1903_02_TeamNE_TeamA2,64,27.0,64,2857596,255,16
39856,39856,1903_02_TeamNE_TeamA2,64,27.0,64,2859146,255,16
72623,72623,1903_25_TeamNK_TeamB,13,5.0,13,450565,255,16
72624,72624,1903_25_TeamNK_TeamB,13,5.0,13,450915,255,16
72625,72625,1903_25_TeamNK_TeamB,13,5.0,13,451165,255,16
56237,56237,1902_27_TeamMH_TeamA3,126,30.0,126,4257922,255,16
39857,39857,1903_02_TeamNE_TeamA2,64,27.0,64,2859596,3,2
72635,72635,1903_25_TeamNK_TeamB,15,6.0,15,516115,255,16
72636,72636,1903_25_TeamNK_TeamB,15,6.0,15,517015,255,16
23488,23488,1903_32_TeamNB_TeamA1,144,50.0,147,4756077,255,16
23489,23489,1903_32_TeamNB_TeamA1,144,50.0,147,4756777,255,16
23490,23490,1903_32_TeamNB_TeamA1,144,50.0,147,4757127,255,16
23491,23491,1903_32_TeamNB_TeamA1,144,50.0,147,4757377,255,16
23492,23492,1903_32_TeamNB_TeamA1,144,50.0,147,4757627,255,16
23493,23493,1903_32_TeamNB_TeamA1,144,50.0,147,4757977,6,2
72646,72646,1903_25_TeamNK_TeamB,17,7.0,17,610465,255,16
39882,39882,1903_02_TeamNE_TeamA2,72,31.0,72,3219087,255,16
39883,39883,1903_02_TeamNE_TeamA2,72,31.0,72,3220887,255,16
56268,56268,1902_27_TeamMH_TeamA3,134,32.0,134,4601922,255,16
89036,89036,1901_05_TeamLI_TeamA3,212,,212,7062049,255,16
89037,89037,1901_05_TeamLI_TeamA3,212,,212,7062649,255,16
72655,72655,1903_25_TeamNK_TeamB,18,8.0,18,675765,255,16
72656,72656,1903_25_TeamNK_TeamB,18,8.0,18,676315,255,16
72657,72657,1903_25_TeamNK_TeamB,18,8.0,18,676715,255,16
72658,72658,1903_25_TeamNK_TeamB,18,8.0,18,677065,255,16
72659,72659,1903_25_TeamNK_TeamB,18,8.0,18,677465,255,16
72660,72660,1903_25_TeamNK_TeamB,18,8.0,18,677665,255,16
72661,72661,1903_25_TeamNK_TeamB,18,8.0,18,677865,255,16
89038,89038,1901_05_TeamLI_TeamA3,212,,212,7063049,255,16
89039,89039,1901_05_TeamLI_TeamA3,212,,212,7063299,255,16
73058,73058,1903_25_TeamNK_TeamB,118,36.0,123,4310565,4,2
56284,56284,1902_27_TeamMH_TeamA3,138,33.0,138,4690872,255,16
56285,56285,1902_27_TeamMH_TeamA3,138,33.0,138,4692122,255,16
56286,56286,1902_27_TeamMH_TeamA3,138,33.0,138,4692972,255,16
56287,56287,1902_27_TeamMH_TeamA3,138,33.0,138,4693522,255,16
56288,56288,1902_27_TeamMH_TeamA3,138,33.0,138,4693872,255,16
7158,7158,1902_19_TeamME_TeamA2,143,30.0,143,5014452,255,16
7159,7159,1902_19_TeamME_TeamA2,143,30.0,143,5015602,255,16
7160,7160,1902_19_TeamME_TeamA2,143,30.0,143,5016252,255,16
7161,7161,1902_19_TeamME_TeamA2,143,30.0,143,5016702,255,16
89081,89081,1901_05_TeamLI_TeamA3,223,,223,7525548,255,16
89082,89082,1901_05_TeamLI_TeamA3,223,,223,7525898,255,16
7162,7162,1902_19_TeamME_TeamA2,143,30.0,143,5017052,3,2
39941,39941,1903_02_TeamNE_TeamA2,89,35.0,89,3808187,255,16
72709,72709,1903_25_TeamNK_TeamB,32,11.0,32,1204615,255,16
23561,23561,1903_32_TeamNB_TeamA1,165,54.0,169,5394627,255,16
56331,56331,1902_27_TeamMH_TeamA3,151,36.0,151,5074322,255,16
56332,56332,1902_27_TeamMH_TeamA3,151,36.0,151,5074822,255,16
56333,56333,1902_27_TeamMH_TeamA3,151,36.0,151,5075222,255,16
56334,56334,1902_27_TeamMH_TeamA3,151,36.0,151,5075572,255,16
73071,73071,1903_25_TeamNK_TeamB,120,37.0,125,4479065,6,2
7197,7197,1902_19_TeamME_TeamA2,154,32.0,154,5365602,255,16
7198,7198,1902_19_TeamME_TeamA2,154,32.0,154,5365952,255,16
7199,7199,1902_19_TeamME_TeamA2,154,32.0,154,5366502,6,2
72736,72736,1903_25_TeamNK_TeamB,39,13.0,39,1390315,255,16
89120,89120,1901_05_TeamLI_TeamA3,232,,232,7959498,255,16
39971,39971,1903_02_TeamNE_TeamA2,96,38.0,96,4102537,255,16
39972,39972,1903_02_TeamNE_TeamA2,96,38.0,96,4103437,255,16
39973,39973,1903_02_TeamNE_TeamA2,96,38.0,96,4104087,255,16
23589,23589,1901_07_TeamLK_TeamB,6,,7,116804,255,16
23590,23590,1901_07_TeamLK_TeamB,6,,7,117854,255,16
39974,39974,1903_02_TeamNE_TeamA2,96,38.0,96,4104537,6,2
23591,23591,1901_07_TeamLK_TeamB,6,,7,118254,6,2
7224,7224,1902_19_TeamME_TeamA2,161,33.0,161,5535002,255,16
7225,7225,1902_19_TeamME_TeamA2,161,33.0,161,5536452,255,16
72761,72761,1903_25_TeamNK_TeamB,45,15.0,46,1679265,255,16
72762,72762,1903_25_TeamNK_TeamB,45,15.0,46,1680065,255,16
7226,7226,1902_19_TeamME_TeamA2,161,33.0,161,5536802,5,2
86107,86107,1903_04_TeamNC_TeamA1,144,38.0,149,5137569,255,16
23627,23627,1901_07_TeamLK_TeamB,17,,18,493204,255,16
72781,72781,1903_25_TeamNK_TeamB,50,16.0,51,1809815,255,16
72782,72782,1903_25_TeamNK_TeamB,50,16.0,51,1810715,255,16
86108,86108,1903_04_TeamNC_TeamA1,144,38.0,149,5138819,255,16
72783,72783,1903_25_TeamNK_TeamB,50,16.0,51,1811215,5,2
23638,23638,1901_07_TeamLK_TeamB,18,,19,537304,255,16
23639,23639,1901_07_TeamLK_TeamB,18,,19,538254,255,16
23640,23640,1901_07_TeamLK_TeamB,18,,19,538904,255,16
89174,89174,1901_05_TeamLI_TeamA3,247,,247,8480497,255,16
89175,89175,1901_05_TeamLI_TeamA3,247,,247,8481347,255,16
89176,89176,1901_05_TeamLI_TeamA3,247,,247,8482447,4,2
40521,40521,1902_26_TeamMC_TeamA1,22,9.0,22,1035827,3,2
23657,23657,1901_07_TeamLK_TeamB,23,,24,705603,255,16
23658,23658,1901_07_TeamLK_TeamB,23,,24,705653,255,16
23659,23659,1901_07_TeamLK_TeamB,23,,24,706203,255,16
23660,23660,1901_07_TeamLK_TeamB,23,,24,706703,255,16
7281,7281,1902_19_TeamME_TeamA2,178,37.0,178,6199952,255,16
7282,7282,1902_19_TeamME_TeamA2,178,37.0,178,6201452,255,16
7283,7283,1902_19_TeamME_TeamA2,178,37.0,178,6202002,255,16
72817,72817,1903_25_TeamNK_TeamB,59,18.0,61,2119765,255,16
72818,72818,1903_25_TeamNK_TeamB,59,18.0,61,2120515,255,16
72819,72819,1903_25_TeamNK_TeamB,59,18.0,61,2120965,255,16
72820,72820,1903_25_TeamNK_TeamB,59,18.0,61,2121215,255,16
7288,7288,1902_19_TeamME_TeamA2,179,38.0,179,6400302,255,16
7289,7289,1902_19_TeamME_TeamA2,179,38.0,179,6401052,255,16
72821,72821,1903_25_TeamNK_TeamB,59,18.0,61,2121465,255,16
72822,72822,1903_25_TeamNK_TeamB,59,18.0,61,2121715,255,16
72823,72823,1903_25_TeamNK_TeamB,59,18.0,61,2121915,255,16
23668,23668,1901_07_TeamLK_TeamB,24,,26,814053,255,16
23669,23669,1901_07_TeamLK_TeamB,24,,26,815253,255,16
7290,7290,1902_19_TeamME_TeamA2,179,38.0,179,6401652,3,2
7304,7304,1902_19_TeamME_TeamA2,182,39.0,182,6477302,255,16
7305,7305,1902_19_TeamME_TeamA2,182,39.0,182,6478002,255,16
72840,72840,1903_25_TeamNK_TeamB,61,19.0,63,2241965,255,16
72841,72841,1903_25_TeamNK_TeamB,61,19.0,63,2243015,255,16
72842,72842,1903_25_TeamNK_TeamB,61,19.0,63,2243565,255,16
56466,56466,1902_27_TeamMH_TeamA3,191,47.0,191,6673072,255,16
56467,56467,1902_27_TeamMH_TeamA3,191,47.0,191,6673522,255,16
56468,56468,1902_27_TeamMH_TeamA3,191,47.0,191,6673972,5,2
23715,23715,1901_07_TeamLK_TeamB,38,,40,1206803,255,16
40100,40100,1903_02_TeamNE_TeamA2,136,47.0,137,5477037,255,16
23716,23716,1901_07_TeamLK_TeamB,38,,40,1207153,255,16
23717,23717,1901_07_TeamLK_TeamB,38,,40,1207553,255,16
23718,23718,1901_07_TeamLK_TeamB,38,,40,1207903,6,2
89259,89259,1901_05_TeamLI_TeamA3,272,,272,9272847,255,16
40112,40112,1903_02_TeamNE_TeamA2,138,48.0,139,5682587,255,16
40113,40113,1903_02_TeamNE_TeamA2,138,48.0,139,5683787,255,16
40114,40114,1903_02_TeamNE_TeamA2,138,48.0,139,5684337,6,2
72883,72883,1903_25_TeamNK_TeamB,73,23.0,75,2699665,255,16
72884,72884,1903_25_TeamNK_TeamB,73,23.0,75,2700165,3,2
23736,23736,1901_07_TeamLK_TeamB,43,,45,1293653,255,16
23737,23737,1901_07_TeamLK_TeamB,43,,45,1294553,255,16
23738,23738,1901_07_TeamLK_TeamB,43,,45,1295153,255,16
89272,89272,1901_05_TeamLI_TeamA3,275,,275,9351897,255,16
40126,40126,1903_02_TeamNE_TeamA2,141,49.0,142,5753737,255,16
40127,40127,1903_02_TeamNE_TeamA2,141,49.0,142,5754237,255,16
40128,40128,1903_02_TeamNE_TeamA2,141,49.0,142,5754587,255,16
40129,40129,1903_02_TeamNE_TeamA2,141,49.0,142,5754887,255,16
40130,40130,1903_02_TeamNE_TeamA2,141,49.0,142,5755087,255,16
72899,72899,1903_25_TeamNK_TeamB,77,24.0,80,2803515,255,16
72900,72900,1903_25_TeamNK_TeamB,77,24.0,80,2803965,255,16
40131,40131,1903_02_TeamNE_TeamA2,141,49.0,142,5755537,4,2
72901,72901,1903_25_TeamNK_TeamB,77,24.0,80,2804115,5,2
23766,23766,1901_07_TeamLK_TeamB,51,,53,1620403,255,16
40152,40152,1903_02_TeamNE_TeamA2,147,50.0,148,5905837,255,16
40153,40153,1903_02_TeamNE_TeamA2,147,50.0,148,5906437,255,16
40154,40154,1903_02_TeamNE_TeamA2,147,50.0,148,5906987,255,16
89306,89306,1901_05_TeamLI_TeamA3,284,,284,9680246,255,16
89307,89307,1901_05_TeamLI_TeamA3,284,,284,9681046,255,16
40155,40155,1903_02_TeamNE_TeamA2,147,50.0,148,5907887,4,2
23776,23776,1901_07_TeamLK_TeamB,53,,55,1676553,255,16
23777,23777,1901_07_TeamLK_TeamB,53,,55,1677153,255,16
23778,23778,1901_07_TeamLK_TeamB,53,,55,1678453,5,2
23784,23784,1901_07_TeamLK_TeamB,54,,56,1715153,255,16
23785,23785,1901_07_TeamLK_TeamB,54,,56,1715653,255,16
40170,40170,1903_02_TeamNE_TeamA2,151,51.0,152,6072437,255,16
40171,40171,1903_02_TeamNE_TeamA2,151,51.0,152,6072937,255,16
23786,23786,1901_07_TeamLK_TeamB,54,,56,1716203,255,16
23787,23787,1901_07_TeamLK_TeamB,54,,56,1717003,4,2
40172,40172,1903_02_TeamNE_TeamA2,151,51.0,152,6073137,5,2
7410,7410,1902_19_TeamME_TeamA2,213,47.0,213,7573302,255,16
40179,40179,1903_02_TeamNE_TeamA2,152,52.0,153,6103687,255,16
40180,40180,1903_02_TeamNE_TeamA2,152,52.0,153,6104437,255,16
40178,40178,1903_02_TeamNE_TeamA2,152,52.0,153,6102687,255,16
7411,7411,1902_19_TeamME_TeamA2,213,47.0,213,7574002,4,2
40181,40181,1903_02_TeamNE_TeamA2,152,52.0,153,6104587,6,2
72965,72965,1903_25_TeamNK_TeamB,96,31.0,100,3558315,255,16
72966,72966,1903_25_TeamNK_TeamB,96,31.0,100,3559115,255,16
72967,72967,1903_25_TeamNK_TeamB,96,31.0,100,3559615,255,16
72968,72968,1903_25_TeamNK_TeamB,96,31.0,100,3560115,255,16
72969,72969,1903_25_TeamNK_TeamB,96,31.0,100,3560515,255,16
72979,72979,1903_25_TeamNK_TeamB,98,32.0,102,3613315,255,16
72980,72980,1903_25_TeamNK_TeamB,98,32.0,102,3613815,255,16
23828,23828,1901_07_TeamLK_TeamB,66,,68,2238202,255,16
23829,23829,1901_07_TeamLK_TeamB,66,,68,2238752,255,16
23830,23830,1901_07_TeamLK_TeamB,66,,68,2238852,5,2
56611,56611,1902_27_TeamMH_TeamA3,237,57.0,237,7979622,255,16
56612,56612,1902_27_TeamMH_TeamA3,237,57.0,237,7981522,255,16
56613,56613,1902_27_TeamMH_TeamA3,237,57.0,237,7982222,255,16
56614,56614,1902_27_TeamMH_TeamA3,237,57.0,237,7982622,255,16
56615,56615,1902_27_TeamMH_TeamA3,237,57.0,237,7982872,3,2
40232,40232,1903_02_TeamNE_TeamA2,168,55.0,169,6554187,255,16
40233,40233,1903_02_TeamNE_TeamA2,168,55.0,169,6555137,255,16
40234,40234,1903_02_TeamNE_TeamA2,168,55.0,169,6555787,5,2
89398,89398,1901_05_TeamLI_TeamA3,308,,308,10449895,255,16
40247,40247,1903_02_TeamNE_TeamA2,171,57.0,172,6758187,255,16
40248,40248,1903_02_TeamNE_TeamA2,171,57.0,172,6759137,255,16
40249,40249,1903_02_TeamNE_TeamA2,171,57.0,172,6759737,255,16
40250,40250,1903_02_TeamNE_TeamA2,171,57.0,172,6759837,5,2
7483,7483,1902_19_TeamME_TeamA2,235,52.0,235,8276102,255,16
7484,7484,1902_19_TeamME_TeamA2,235,52.0,235,8276752,255,16
7485,7485,1902_19_TeamME_TeamA2,235,52.0,235,8277102,4,2
40262,40262,1903_02_TeamNE_TeamA2,174,58.0,175,6825037,255,16
40263,40263,1903_02_TeamNE_TeamA2,174,58.0,175,6826137,255,16
40264,40264,1903_02_TeamNE_TeamA2,174,58.0,175,6826687,255,16
7512,7512,1902_19_TeamME_TeamA2,243,54.0,243,8571302,255,16
7513,7513,1902_19_TeamME_TeamA2,243,54.0,243,8571802,255,16
7514,7514,1902_19_TeamME_TeamA2,243,54.0,243,8572252,255,16
7515,7515,1902_19_TeamME_TeamA2,243,54.0,243,8572852,4,2
40287,40287,1903_02_TeamNE_TeamA2,180,60.0,181,6973787,255,16
40288,40288,1903_02_TeamNE_TeamA2,180,60.0,181,6974237,255,16
40289,40289,1903_02_TeamNE_TeamA2,180,60.0,181,6974687,255,16
40290,40290,1903_02_TeamNE_TeamA2,180,60.0,181,6975137,255,16
40291,40291,1903_02_TeamNE_TeamA2,180,60.0,181,6975587,255,16
40292,40292,1903_02_TeamNE_TeamA2,180,60.0,181,6976037,255,16
73055,73055,1903_25_TeamNK_TeamB,118,36.0,123,4308865,255,16
73056,73056,1903_25_TeamNK_TeamB,118,36.0,123,4309665,255,16
73057,73057,1903_25_TeamNK_TeamB,118,36.0,123,4310215,255,16
23908,23908,1901_07_TeamLK_TeamB,91,,93,3098101,255,16
23909,23909,1901_07_TeamLK_TeamB,91,,93,3098801,255,16
56679,56679,1902_27_TeamMH_TeamA3,258,61.0,258,8697672,255,16
73067,73067,1903_25_TeamNK_TeamB,120,37.0,125,4477265,255,16
73068,73068,1903_25_TeamNK_TeamB,120,37.0,125,4478115,255,16
73069,73069,1903_25_TeamNK_TeamB,120,37.0,125,4478565,255,16
73070,73070,1903_25_TeamNK_TeamB,120,37.0,125,4478915,255,16
56680,56680,1902_27_TeamMH_TeamA3,258,61.0,258,8698522,255,16
56681,56681,1902_27_TeamMH_TeamA3,258,61.0,258,8698972,255,16
23921,23921,1901_07_TeamLK_TeamB,93,,95,3151751,255,16
23922,23922,1901_07_TeamLK_TeamB,93,,95,3152451,255,16
7539,7539,1902_19_TeamME_TeamA2,250,56.0,250,8782552,255,16
7540,7540,1902_19_TeamME_TeamA2,250,56.0,250,8783352,255,16
40308,40308,1903_02_TeamNE_TeamA2,184,61.0,185,7103237,255,16
40309,40309,1903_02_TeamNE_TeamA2,184,61.0,185,7103737,255,16
40310,40310,1903_02_TeamNE_TeamA2,184,61.0,185,7104187,255,16
40311,40311,1903_02_TeamNE_TeamA2,184,61.0,185,7104487,255,16
23923,23923,1901_07_TeamLK_TeamB,93,,95,3152951,255,16
73083,73083,1903_25_TeamNK_TeamB,123,38.0,128,4550615,255,16
23936,23936,1901_07_TeamLK_TeamB,96,,98,3249551,255,16
23937,23937,1901_07_TeamLK_TeamB,96,,98,3250951,255,16
56706,56706,1902_27_TeamMH_TeamA3,265,62.0,265,8906222,255,16
56707,56707,1902_27_TeamMH_TeamA3,265,62.0,265,8906822,5,2
73096,73096,1903_25_TeamNK_TeamB,126,39.0,131,4619615,255,16
73097,73097,1903_25_TeamNK_TeamB,126,39.0,131,4620065,255,16
73098,73098,1903_25_TeamNK_TeamB,126,39.0,131,4620415,255,16
73099,73099,1903_25_TeamNK_TeamB,126,39.0,131,4620815,255,16
89486,89486,1901_05_TeamLI_TeamA3,334,,334,11424095,255,16
89487,89487,1901_05_TeamLI_TeamA3,334,,334,11424395,6,2
23955,23955,1901_07_TeamLK_TeamB,101,,103,3439501,255,16
23956,23956,1901_07_TeamLK_TeamB,101,,103,3440251,255,16
7576,7576,1902_19_TeamME_TeamA2,260,,260,9231502,255,16
56728,56728,1902_27_TeamMH_TeamA3,269,64.0,269,9192222,255,16
40346,40346,1903_02_TeamNE_TeamA2,194,64.0,195,7420337,255,16
40347,40347,1903_02_TeamNE_TeamA2,194,64.0,195,7421437,255,16
40348,40348,1903_02_TeamNE_TeamA2,194,64.0,195,7422137,255,16
56729,56729,1902_27_TeamMH_TeamA3,269,64.0,269,9192772,255,16
40349,40349,1903_02_TeamNE_TeamA2,194,64.0,195,7422387,6,2
7584,7584,1902_19_TeamME_TeamA2,261,,261,9282002,255,16
7585,7585,1902_19_TeamME_TeamA2,261,,261,9283752,255,16
7586,7586,1902_19_TeamME_TeamA2,261,,261,9284202,4,2
73123,73123,1903_25_TeamNK_TeamB,132,40.0,137,4882715,255,16
73124,73124,1903_25_TeamNK_TeamB,132,40.0,137,4883415,255,16
73125,73125,1903_25_TeamNK_TeamB,132,40.0,137,4883965,255,16
56744,56744,1902_27_TeamMH_TeamA3,272,65.0,272,9280072,255,16
56745,56745,1902_27_TeamMH_TeamA3,272,65.0,272,9281122,255,16
56746,56746,1902_27_TeamMH_TeamA3,272,65.0,272,9281622,3,2
40364,40364,1903_02_TeamNE_TeamA2,198,65.0,199,7674037,255,16
40365,40365,1903_02_TeamNE_TeamA2,198,65.0,199,7675287,255,16
7613,7613,1902_19_TeamME_TeamA2,269,61.0,269,9522802,255,16
7614,7614,1902_19_TeamME_TeamA2,269,61.0,269,9523952,255,16
7621,7621,1902_19_TeamME_TeamA2,270,61.0,270,9581902,255,16
7622,7622,1902_19_TeamME_TeamA2,270,61.0,270,9582402,255,16
7623,7623,1902_19_TeamME_TeamA2,270,61.0,270,9582802,255,16
56782,56782,1902_27_TeamMH_TeamA3,282,68.0,282,9565022,255,16
56783,56783,1902_27_TeamMH_TeamA3,282,68.0,282,9565622,255,16
56784,56784,1902_27_TeamMH_TeamA3,282,68.0,282,9566022,4,2
24020,24020,1901_07_TeamLK_TeamB,120,,122,4188650,255,16
24021,24021,1901_07_TeamLK_TeamB,120,,122,4189550,255,16
73182,73182,1903_25_TeamNK_TeamB,149,45.0,154,5463865,255,16
73183,73183,1903_25_TeamNK_TeamB,149,45.0,154,5464465,255,16
73184,73184,1903_25_TeamNK_TeamB,149,45.0,154,5464815,6,2
56805,56805,1902_27_TeamMH_TeamA3,288,69.0,288,9824372,255,16
56806,56806,1902_27_TeamMH_TeamA3,288,69.0,288,9825222,255,16
56807,56807,1902_27_TeamMH_TeamA3,288,69.0,288,9825722,255,16
7658,7658,1902_19_TeamME_TeamA2,280,64.0,280,9923402,255,16
7659,7659,1902_19_TeamME_TeamA2,280,64.0,280,9924852,255,16
24043,24043,1901_07_TeamLK_TeamB,125,,127,4365250,255,16
24044,24044,1901_07_TeamLK_TeamB,125,,127,4366700,255,16
7660,7660,1902_19_TeamME_TeamA2,280,64.0,280,9925402,4,2
24045,24045,1901_07_TeamLK_TeamB,125,,127,4367450,5,2
73202,73202,1903_25_TeamNK_TeamB,154,46.0,159,5737615,255,16
73203,73203,1903_25_TeamNK_TeamB,154,46.0,159,5738165,255,16
73204,73204,1903_25_TeamNK_TeamB,154,46.0,159,5738565,255,16
73205,73205,1903_25_TeamNK_TeamB,154,46.0,159,5739015,255,16
73206,73206,1903_25_TeamNK_TeamB,154,46.0,159,5739265,255,16
73207,73207,1903_25_TeamNK_TeamB,154,46.0,159,5739565,255,16
73208,73208,1903_25_TeamNK_TeamB,154,46.0,159,5739865,255,16
73209,73209,1903_25_TeamNK_TeamB,154,46.0,159,5740115,255,16
89586,89586,1902_08_TeamMJ_TeamB,10,2.0,10,218644,255,16
89587,89587,1902_08_TeamMJ_TeamB,10,2.0,10,219844,255,16
89588,89588,1902_08_TeamMJ_TeamB,10,2.0,10,220544,255,16
89589,89589,1902_08_TeamMJ_TeamB,10,2.0,10,221044,255,16
89590,89590,1902_08_TeamMJ_TeamB,10,2.0,10,221444,255,16
56825,56825,1902_27_TeamMH_TeamA3,292,70.0,292,9946722,255,16
24066,24066,1901_07_TeamLK_TeamB,131,,133,4602450,255,16
73220,73220,1903_25_TeamNK_TeamB,156,47.0,161,5809115,255,16
73221,73221,1903_25_TeamNK_TeamB,156,47.0,161,5809915,255,16
73222,73222,1903_25_TeamNK_TeamB,156,47.0,161,5810215,255,16
73223,73223,1903_25_TeamNK_TeamB,156,47.0,161,5810415,255,16
73224,73224,1903_25_TeamNK_TeamB,156,47.0,161,5810565,255,16
73225,73225,1903_25_TeamNK_TeamB,156,47.0,161,5810615,255,16
73226,73226,1903_25_TeamNK_TeamB,156,47.0,161,5810915,255,16
73227,73227,1903_25_TeamNK_TeamB,156,47.0,161,5811115,255,16
89605,89605,1902_08_TeamMJ_TeamB,13,3.0,13,385194,255,16
89606,89606,1902_08_TeamMJ_TeamB,13,3.0,13,385544,255,16
89607,89607,1902_08_TeamMJ_TeamB,13,3.0,13,385794,255,16
89608,89608,1902_08_TeamMJ_TeamB,13,3.0,13,386194,255,16
40464,40464,1902_26_TeamMC_TeamA1,8,6.0,8,604627,255,16
40465,40465,1902_26_TeamMC_TeamA1,8,6.0,8,605027,255,16
40466,40466,1902_26_TeamMC_TeamA1,8,6.0,8,605427,255,16
73234,73234,1903_25_TeamNK_TeamB,157,48.0,162,5979465,255,16
56846,56846,1902_27_TeamMH_TeamA3,297,71.0,297,10134572,255,16
73228,73228,1903_25_TeamNK_TeamB,156,47.0,161,5811515,6,2
40467,40467,1902_26_TeamMC_TeamA1,8,6.0,8,606177,6,2
73247,73247,1903_25_TeamNK_TeamB,159,49.0,164,6056015,255,16
73248,73248,1903_25_TeamNK_TeamB,159,49.0,164,6056815,255,16
73249,73249,1903_25_TeamNK_TeamB,159,49.0,164,6057365,255,16
56865,56865,1902_27_TeamMH_TeamA3,301,72.0,301,10329622,255,16
56866,56866,1902_27_TeamMH_TeamA3,301,72.0,301,10330222,255,16
56867,56867,1902_27_TeamMH_TeamA3,301,72.0,301,10330722,255,16
7722,7722,1901_08_TeamLK_TeamB,7,,7,190843,255,16
56874,56874,1902_27_TeamMH_TeamA3,302,73.0,302,10379772,255,16
89654,89654,1902_08_TeamMJ_TeamB,27,6.0,27,902394,255,16
89655,89655,1902_08_TeamMJ_TeamB,27,6.0,27,903444,255,16
73272,73272,1903_25_TeamNK_TeamB,164,50.0,169,6207965,255,16
73273,73273,1903_25_TeamNK_TeamB,164,50.0,169,6208365,255,16
73274,73274,1903_25_TeamNK_TeamB,164,50.0,169,6208665,255,16
40507,40507,1902_26_TeamMC_TeamA1,20,8.0,20,872927,255,16
40508,40508,1902_26_TeamMC_TeamA1,20,8.0,20,873727,255,16
40509,40509,1902_26_TeamMC_TeamA1,20,8.0,20,874277,255,16
73275,73275,1903_25_TeamNK_TeamB,164,50.0,169,6208915,255,16
73276,73276,1903_25_TeamNK_TeamB,164,50.0,169,6209265,255,16
24121,24121,1901_07_TeamLK_TeamB,147,,149,5333249,255,16
