,game_str,play_id,at_bat,play_per_game,timestamp,player_position,event_code
58153,1903_05_TeamND_TeamA2,325,76.0,325,10803362,5,2
58211,1903_05_TeamND_TeamA2,341,80.0,341,11365762,6,2
58343,1903_26_TeamNH_TeamA3,7,2.0,7,167713,4,2
58389,1903_26_TeamNH_TeamA3,15,5.0,15,467863,6,2
58449,1903_26_TeamNH_TeamA3,32,8.0,32,1087963,3,2
58535,1903_26_TeamNH_TeamA3,58,14.0,58,1832913,4,2
58618,1903_26_TeamNH_TeamA3,83,19.0,83,2670263,4,2
58748,1903_26_TeamNH_TeamA3,116,29.0,116,3602113,3,2
58815,1903_26_TeamNH_TeamA3,129,33.0,129,4112763,6,2
58927,1903_26_TeamNH_TeamA3,156,39.0,157,5057513,4,2
59078,1903_26_TeamNH_TeamA3,197,49.0,198,6467063,4,2
59283,1903_26_TeamNH_TeamA3,255,64.0,256,8690763,5,2
59365,1903_26_TeamNH_TeamA3,278,69.0,279,9653163,6,2
59388,1903_26_TeamNH_TeamA3,284,71.0,285,9818113,4,2
59525,1903_26_TeamNH_TeamA3,324,79.0,325,11139463,5,2
59607,1903_26_TeamNH_TeamA3,340,86.0,341,11997363,5,2
59651,1902_13_TeamMK_TeamB,4,1.0,4,72260,4,2
59708,1902_13_TeamMK_TeamB,16,,16,497660,5,2
59863,1902_13_TeamMK_TeamB,52,18.0,52,1956760,3,2
60021,1902_13_TeamMK_TeamB,92,28.0,92,3415210,6,2
60073,1902_13_TeamMK_TeamB,105,31.0,105,3726060,3,2
60085,1902_13_TeamMK_TeamB,108,32.0,108,3890710,4,2
60110,1902_13_TeamMK_TeamB,112,33.0,112,4010010,6,2
60161,1902_13_TeamMK_TeamB,124,37.0,124,4400360,6,2
60196,1902_13_TeamMK_TeamB,130,,130,4617460,5,2
60375,1902_13_TeamMK_TeamB,177,51.0,177,6353010,4,2
60486,1902_13_TeamMK_TeamB,209,59.0,209,7694760,5,2
60605,1902_13_TeamMK_TeamB,237,66.0,237,8777110,6,2
60620,1902_13_TeamMK_TeamB,240,67.0,240,9036310,6,2
60679,1902_13_TeamMK_TeamB,254,72.0,254,9588110,3,2
60707,1902_13_TeamMK_TeamB,260,74.0,260,9755760,3,2
60789,1902_13_TeamMK_TeamB,282,78.0,282,10493310,4,2
60813,1902_13_TeamMK_TeamB,288,79.0,288,10669060,6,2
61019,1903_15_TeamNG_TeamA3,3,1.0,3,64669,3,2
61172,1903_15_TeamNG_TeamA3,41,12.0,41,1386319,6,2
61194,1903_15_TeamNG_TeamA3,47,14.0,47,1527869,6,2
61341,1903_15_TeamNG_TeamA3,88,23.0,88,2744269,6,2
61433,1903_15_TeamNG_TeamA3,114,29.0,114,3722919,4,2
61449,1903_15_TeamNG_TeamA3,117,30.0,117,3819219,6,2
61542,1903_15_TeamNG_TeamA3,140,35.0,140,4666569,3,2
61570,1903_15_TeamNG_TeamA3,147,37.0,147,4802069,4,2
61616,1903_15_TeamNG_TeamA3,158,41.0,158,5319169,6,2
61724,1903_15_TeamNG_TeamA3,185,48.0,185,6082769,4,2
61930,1903_15_TeamNG_TeamA3,241,60.0,241,7993019,4,2
61946,1903_15_TeamNG_TeamA3,243,61.0,243,8044869,4,2
62017,1903_15_TeamNG_TeamA3,260,67.0,260,8819069,6,2
62059,1903_15_TeamNG_TeamA3,271,70.0,271,9298169,4,2
62103,1903_15_TeamNG_TeamA3,279,72.0,279,9614269,3,2
62157,1903_15_TeamNG_TeamA3,293,75.0,293,10036969,4,2
63160,1903_20_TeamNL_TeamB,9,3.0,9,217932,6,2
63188,1903_20_TeamNL_TeamB,16,5.0,16,511832,5,2
63239,1903_20_TeamNL_TeamB,31,11.0,31,1204866,4,2
63378,1903_20_TeamNL_TeamB,65,21.0,65,2351366,4,2
63512,1903_20_TeamNL_TeamB,102,28.0,102,3380366,4,2
63592,1903_20_TeamNL_TeamB,124,34.0,124,4093466,5,2
63617,1903_20_TeamNL_TeamB,131,35.0,131,4217466,4,2
63733,1903_20_TeamNL_TeamB,159,42.0,159,5318666,6,2
63746,1903_20_TeamNL_TeamB,161,43.0,161,5488416,3,2
63865,1903_20_TeamNL_TeamB,188,50.0,189,6367216,4,2
63899,1903_20_TeamNL_TeamB,196,53.0,197,6678316,4,2
63946,1903_20_TeamNL_TeamB,210,56.0,211,7224866,4,2
63983,1903_20_TeamNL_TeamB,220,58.0,221,7623466,4,2
64001,1903_20_TeamNL_TeamB,224,59.0,225,7704566,4,2
64092,1903_20_TeamNL_TeamB,245,65.0,248,8499216,6,2
64152,1902_06_TeamML_TeamB,15,5.0,15,506303,6,2
64189,1902_06_TeamML_TeamB,22,7.0,22,692253,5,2
64225,1902_06_TeamML_TeamB,32,9.0,32,987403,6,2
64282,1902_06_TeamML_TeamB,45,14.0,45,1374703,4,2
64350,1902_06_TeamML_TeamB,64,18.0,64,1960053,5,2
64428,1902_06_TeamML_TeamB,87,26.0,87,3019074,3,2
64563,1902_06_TeamML_TeamB,118,33.0,119,4152374,4,2
64589,1902_06_TeamML_TeamB,125,35.0,126,4406774,4,2
64670,1902_06_TeamML_TeamB,146,40.0,147,5069974,4,2
64704,1902_06_TeamML_TeamB,154,43.0,155,5321074,3,2
64834,1902_06_TeamML_TeamB,191,52.0,192,6540974,4,2
65133,1902_06_TeamML_TeamB,267,73.0,268,9493024,6,2
65207,1902_06_TeamML_TeamB,288,77.0,289,10217174,6,2
65255,1903_18_TeamNI_TeamA3,5,2.0,5,100416,3,2
65327,1903_18_TeamNI_TeamA3,20,6.0,20,494166,6,2
65340,1903_18_TeamNI_TeamA3,22,7.0,22,652116,3,2
65363,1903_18_TeamNI_TeamA3,28,9.0,28,804516,6,2
65411,1903_18_TeamNI_TeamA3,41,13.0,41,1268631,5,2
65435,1903_18_TeamNI_TeamA3,46,15.0,46,1369981,4,2
65451,1903_18_TeamNI_TeamA3,50,16.0,50,1584131,4,2
65477,1903_18_TeamNI_TeamA3,57,19.0,57,1828831,6,2
65527,1903_18_TeamNI_TeamA3,69,21.0,69,2124881,6,2
65566,1903_18_TeamNI_TeamA3,79,23.0,79,2453681,6,2
65578,1903_18_TeamNI_TeamA3,81,24.0,81,2499831,5,2
65656,1903_18_TeamNI_TeamA3,103,32.0,103,3279731,4,2
65735,1903_18_TeamNI_TeamA3,119,37.0,120,3752581,4,2
65756,1903_18_TeamNI_TeamA3,123,38.0,124,3891531,4,2
65820,1903_18_TeamNI_TeamA3,140,42.0,141,4445431,3,2
65866,1903_18_TeamNI_TeamA3,154,45.0,155,4873081,5,2
66122,1903_18_TeamNI_TeamA3,225,61.0,226,7474281,6,2
66224,1903_18_TeamNI_TeamA3,251,69.0,252,8434531,6,2
66232,1902_09_TeamMJ_TeamB,1,1.0,1,17805,5,2
66265,1902_09_TeamMJ_TeamB,10,4.0,10,355405,4,2
66319,1902_09_TeamMJ_TeamB,23,8.0,23,794755,4,2
66363,1902_09_TeamMJ_TeamB,36,11.0,36,1146455,6,2
66523,1902_09_TeamMJ_TeamB,76,22.0,76,2584505,5,2
66904,1902_09_TeamMJ_TeamB,184,50.0,184,6884455,5,2
66919,1902_09_TeamMJ_TeamB,187,52.0,187,7095805,6,2
67147,1902_09_TeamMJ_TeamB,248,69.0,248,9225205,4,2
67277,1902_09_TeamMJ_TeamB,282,77.0,282,10702155,4,2
67355,1902_09_TeamMJ_TeamB,304,81.0,304,11431905,4,2
67395,1902_09_TeamMJ_TeamB,312,84.0,312,11664855,6,2
67476,1901_14_TeamLL_TeamB,22,,22,794701,4,2
67682,1901_14_TeamLL_TeamB,76,,76,2609699,6,2
67696,1901_14_TeamLL_TeamB,79,,79,2705649,6,2
67797,1901_14_TeamLL_TeamB,105,,105,3636048,4,2
67955,1901_14_TeamLL_TeamB,145,,145,5189447,3,2
68150,1901_14_TeamLL_TeamB,199,,199,7341295,5,2
68217,1901_14_TeamLL_TeamB,219,,219,8021294,3,2
68330,1901_14_TeamLL_TeamB,254,,254,9217843,5,2
69310,1902_26_TeamMH_TeamA3,4,1.0,4,69106,5,2
69416,1902_26_TeamMH_TeamA3,29,7.0,29,764006,5,2
69546,1902_26_TeamMH_TeamA3,59,18.0,59,1883156,3,2
69709,1902_26_TeamMH_TeamA3,99,28.0,99,3113706,5,2
69760,1902_26_TeamMH_TeamA3,111,31.0,111,3509106,6,2
69811,1902_26_TeamMH_TeamA3,122,34.0,122,3826706,5,2
69842,1902_26_TeamMH_TeamA3,130,36.0,130,4129256,4,2
69941,1902_26_TeamMH_TeamA3,156,41.0,156,5064856,5,2
69989,1902_26_TeamMH_TeamA3,166,45.0,166,5460306,4,2
70123,1902_26_TeamMH_TeamA3,202,54.0,202,6690556,6,2
70321,1902_26_TeamMH_TeamA3,254,67.0,254,8671358,6,2
70346,1902_26_TeamMH_TeamA3,260,68.0,260,8853708,6,2
70463,1902_26_TeamMH_TeamA3,291,74.0,291,9972308,4,2
70488,1902_26_TeamMH_TeamA3,297,75.0,297,10128808,4,2
70522,1902_26_TeamMH_TeamA3,306,78.0,306,10465908,3,2
70636,1902_26_TeamMH_TeamA3,336,85.0,336,11623258,4,2
70688,1901_10_TeamLJ_TeamB,10,,13,430716,6,2
70723,1901_10_TeamLJ_TeamB,17,,20,659366,6,2
70766,1901_10_TeamLJ_TeamB,29,,32,1094865,6,2
70796,1901_10_TeamLJ_TeamB,37,,40,1373565,4,2
70960,1901_10_TeamLJ_TeamB,83,,86,2991414,6,2
70967,1901_10_TeamLJ_TeamB,84,,87,3058214,4,2
70981,1901_10_TeamLJ_TeamB,87,,90,3256113,6,2
71004,1901_10_TeamLJ_TeamB,93,,96,3375313,6,2
71107,1901_10_TeamLJ_TeamB,122,,125,4581262,6,2
71144,1901_10_TeamLJ_TeamB,132,,136,5068512,4,2
71206,1901_10_TeamLJ_TeamB,149,,153,5800411,6,2
71266,1901_10_TeamLJ_TeamB,165,,169,6653460,3,2
71304,1901_10_TeamLJ_TeamB,176,,180,7035710,6,2
71324,1901_10_TeamLJ_TeamB,181,,185,7367859,4,2
71341,1901_10_TeamLJ_TeamB,185,,189,7620709,4,2
71373,1901_10_TeamLJ_TeamB,192,,196,7981809,6,2
71395,1901_10_TeamLJ_TeamB,197,,201,8106809,6,2
71463,1901_10_TeamLJ_TeamB,214,,218,8957508,4,2
71477,1901_10_TeamLJ_TeamB,216,,220,9133658,4,2
71604,1901_10_TeamLJ_TeamB,249,,253,10225957,4,2
71615,1901_10_TeamLJ_TeamB,251,,255,10275907,3,2
71712,1903_27_TeamNH_TeamA3,24,6.0,25,700807,4,2
71811,1903_27_TeamNH_TeamA3,50,15.0,52,1614157,6,2
71959,1903_27_TeamNH_TeamA3,92,24.0,94,2908174,5,2
71986,1903_27_TeamNH_TeamA3,99,25.0,101,3038074,6,2
72022,1903_27_TeamNH_TeamA3,109,28.0,111,3359824,3,2
72080,1903_27_TeamNH_TeamA3,126,32.0,129,3957724,6,2
72122,1903_27_TeamNH_TeamA3,136,36.0,139,6839074,4,2
72162,1903_27_TeamNH_TeamA3,143,40.0,146,7180624,5,2
72188,1903_27_TeamNH_TeamA3,150,42.0,153,7340374,6,2
72447,1903_27_TeamNH_TeamA3,224,61.0,227,10042524,6,2
72483,1903_27_TeamNH_TeamA3,233,64.0,236,10314024,3,2
72498,1903_27_TeamNH_TeamA3,236,65.0,239,10494674,4,2
72586,1903_25_TeamNK_TeamB,3,1.0,3,81815,4,2
72783,1903_25_TeamNK_TeamB,50,16.0,51,1811215,5,2
72884,1903_25_TeamNK_TeamB,73,23.0,75,2700165,3,2
72901,1903_25_TeamNK_TeamB,77,24.0,80,2804115,5,2
72981,1903_25_TeamNK_TeamB,98,32.0,102,3614265,5,2
73058,1903_25_TeamNK_TeamB,118,36.0,123,4310565,4,2
73071,1903_25_TeamNK_TeamB,120,37.0,125,4479065,6,2
73100,1903_25_TeamNK_TeamB,126,39.0,131,4621215,4,2
73184,1903_25_TeamNK_TeamB,149,45.0,154,5464815,6,2
73228,1903_25_TeamNK_TeamB,156,47.0,161,5811515,6,2
73277,1903_25_TeamNK_TeamB,164,50.0,169,6209415,6,2
73333,1903_25_TeamNK_TeamB,173,55.0,180,6697065,6,2
73360,1903_25_TeamNK_TeamB,179,57.0,186,6923665,4,2
73380,1903_25_TeamNK_TeamB,184,58.0,192,7189365,5,2
73398,1903_25_TeamNK_TeamB,188,59.0,196,7273815,5,2
73517,1903_25_TeamNK_TeamB,219,70.0,228,8599615,4,2
73587,1903_25_TeamNK_TeamB,237,74.0,247,9069415,5,2
73621,1903_25_TeamNK_TeamB,247,75.0,257,9348765,4,2
73691,1903_25_TeamNK_TeamB,257,80.0,267,9917915,6,2
73705,1903_25_TeamNK_TeamB,258,81.0,268,9960315,4,2
73742,1903_14_TeamNG_TeamA3,9,3.0,9,188932,5,2
73762,1903_14_TeamNG_TeamA3,13,5.0,13,423332,6,2
73875,1903_14_TeamNG_TeamA3,45,12.0,45,1394132,4,2
73917,1903_14_TeamNG_TeamA3,56,15.0,56,1712182,5,2
73977,1903_14_TeamNG_TeamA3,70,21.0,70,2375872,4,2
74025,1903_14_TeamNG_TeamA3,84,25.0,84,2779622,4,2
74217,1903_14_TeamNG_TeamA3,137,44.0,137,5289032,6,2
74400,1903_14_TeamNG_TeamA3,186,57.0,186,7199121,4,2
74411,1903_14_TeamNG_TeamA3,188,58.0,188,7336021,5,2
74428,1903_14_TeamNG_TeamA3,192,59.0,192,7476621,4,2
74524,1903_14_TeamNG_TeamA3,218,65.0,218,8495721,5,2
74563,1903_14_TeamNG_TeamA3,227,67.0,227,8700771,6,2
74570,1903_14_TeamNG_TeamA3,228,68.0,228,8898268,3,2
74589,1903_14_TeamNG_TeamA3,233,69.0,233,9008868,4,2
74633,1903_14_TeamNG_TeamA3,246,72.0,246,9517618,6,2
74666,1902_29_TeamMF_TeamA2,5,2.0,5,112818,6,2
74706,1902_29_TeamMF_TeamA2,15,5.0,15,512368,5,2
74729,1902_29_TeamMF_TeamA2,20,6.0,20,640818,4,2
74745,1902_29_TeamMF_TeamA2,24,7.0,24,850768,4,2
74768,1902_29_TeamMF_TeamA2,30,8.0,30,972868,4,2
74826,1902_29_TeamMF_TeamA2,47,13.0,47,1571668,4,2
74864,1902_29_TeamMF_TeamA2,58,15.0,58,1976468,3,2
74999,1902_29_TeamMF_TeamA2,95,29.0,95,3778310,6,2
75010,1902_29_TeamMF_TeamA2,97,30.0,97,3856960,4,2
75065,1902_29_TeamMF_TeamA2,108,34.0,108,4320560,6,2
75078,1902_29_TeamMF_TeamA2,109,35.0,109,4372810,4,2
75161,1902_29_TeamMF_TeamA2,132,41.0,132,5299610,6,2
75179,1902_29_TeamMF_TeamA2,136,42.0,136,5394110,5,2
75260,1902_29_TeamMF_TeamA2,159,47.0,159,6252910,5,2
75268,1902_29_TeamMF_TeamA2,160,48.0,160,6286960,4,2
75474,1902_29_TeamMF_TeamA2,222,64.0,222,8666860,5,2
75581,1902_28_TeamMC_TeamA1,16,7.0,16,619355,5,2
75622,1902_28_TeamMC_TeamA1,28,10.0,28,1004905,4,2
75708,1902_28_TeamMC_TeamA1,44,16.0,44,1650555,4,2
75770,1902_28_TeamMC_TeamA1,57,20.0,57,2085105,4,2
75829,1902_28_TeamMC_TeamA1,71,23.0,71,2530305,4,2
75968,1902_28_TeamMC_TeamA1,113,31.0,113,4087005,3,2
76102,1902_28_TeamMC_TeamA1,149,39.0,149,5550705,4,2
76164,1902_28_TeamMC_TeamA1,167,42.0,167,6139505,4,2
76206,1902_28_TeamMC_TeamA1,179,44.0,179,6607355,5,2
76260,1902_28_TeamMC_TeamA1,192,48.0,192,7082955,4,2
76335,1902_28_TeamMC_TeamA1,214,53.0,214,7909705,6,2
76487,1902_28_TeamMC_TeamA1,252,63.0,252,9391005,6,2
76613,1902_07_TeamMJ_TeamB,22,8.0,22,755862,4,2
76808,1902_07_TeamMJ_TeamB,73,21.0,73,2506352,3,2
76822,1902_07_TeamMJ_TeamB,76,22.0,76,2599902,4,2
76853,1902_07_TeamMJ_TeamB,85,24.0,85,3003102,4,2
76885,1902_07_TeamMJ_TeamB,93,27.0,93,3298902,4,2
76982,1902_07_TeamMJ_TeamB,121,32.0,121,4400152,3,2
76997,1902_07_TeamMJ_TeamB,125,33.0,125,4484902,3,2
77013,1902_07_TeamMJ_TeamB,129,34.0,129,4571452,6,2
77173,1902_07_TeamMJ_TeamB,166,44.0,166,5969452,4,2
77230,1902_07_TeamMJ_TeamB,180,47.0,180,6472752,4,2
77289,1902_07_TeamMJ_TeamB,195,51.0,195,7055252,6,2
77430,1902_07_TeamMJ_TeamB,232,60.0,232,8587152,4,2
77454,1902_07_TeamMJ_TeamB,237,62.0,238,8731152,6,2
77512,1902_07_TeamMJ_TeamB,252,66.0,253,9306502,6,2
77612,1902_07_TeamMJ_TeamB,281,75.0,282,10567952,4,2
77644,1902_07_TeamMJ_TeamB,288,78.0,289,10851902,5,2
77803,1901_04_TeamLI_TeamA3,47,,47,1284718,5,2
77861,1901_04_TeamLI_TeamA3,62,,62,1839217,6,2
77960,1901_04_TeamLI_TeamA3,91,,91,2776616,6,2
77979,1901_04_TeamLI_TeamA3,95,,95,2860766,3,2
78151,1901_04_TeamLI_TeamA3,142,,142,4485015,6,2
78483,1901_04_TeamLI_TeamA3,237,,238,7896611,4,2
78680,1901_04_TeamLI_TeamA3,295,,297,10020759,4,2
78747,1901_04_TeamLI_TeamA3,313,,315,10609209,3,2
79067,1903_28_TeamNF_TeamA2,90,23.0,90,2753501,3,2
79141,1903_28_TeamNF_TeamA2,110,31.0,110,3545951,6,2
79319,1903_28_TeamNF_TeamA2,158,44.0,158,5364501,6,2
79396,1903_28_TeamNF_TeamA2,168,49.0,168,5713101,5,2
79490,1903_28_TeamNF_TeamA2,196,57.0,196,6898351,6,2
79685,1903_28_TeamNF_TeamA2,256,70.0,256,8913501,4,2
79848,1901_16_TeamLH_TeamA3,9,,10,297930,3,2
79897,1901_16_TeamLH_TeamA3,22,,23,639180,3,2
80071,1901_16_TeamLH_TeamA3,73,,75,2520325,3,2
80238,1901_16_TeamLH_TeamA3,117,,119,4045923,4,2
80247,1901_16_TeamLH_TeamA3,118,,120,4088673,6,2
80339,1901_16_TeamLH_TeamA3,144,,146,4953222,4,2
80512,1901_16_TeamLH_TeamA3,188,,190,6595871,6,2
80593,1901_16_TeamLH_TeamA3,211,,213,7386520,5,2
80608,1901_16_TeamLH_TeamA3,214,,216,7454770,4,2
80733,1901_16_TeamLH_TeamA3,242,,244,8658019,3,2
80812,1901_16_TeamLH_TeamA3,262,,264,9346718,4,2
80967,1901_16_TeamLH_TeamA3,303,,305,10942317,6,2
81233,1902_25_TeamMH_TeamA3,79,20.0,80,2443512,5,2
81265,1902_25_TeamMH_TeamA3,87,21.0,88,2605012,5,2
81392,1902_25_TeamMH_TeamA3,122,31.0,123,3892962,4,2
81409,1902_25_TeamMH_TeamA3,126,32.0,127,3988812,5,2
81495,1902_25_TeamMH_TeamA3,149,36.0,150,4717662,4,2
81510,1902_25_TeamMH_TeamA3,151,37.0,152,4894312,4,2
81535,1902_25_TeamMH_TeamA3,157,39.0,158,5040862,6,2
81566,1902_25_TeamMH_TeamA3,166,41.0,167,5394812,3,2
81580,1902_25_TeamMH_TeamA3,169,42.0,170,5463612,5,2
81631,1902_25_TeamMH_TeamA3,180,45.0,181,5853412,3,2
81700,1902_25_TeamMH_TeamA3,198,49.0,199,6446612,5,2
82135,1902_25_TeamMH_TeamA3,322,75.0,323,10474747,6,2
82156,1902_25_TeamMH_TeamA3,325,77.0,326,10593747,6,2
83240,1903_07_TeamND_TeamA2,48,12.0,49,1236623,6,2
83345,1903_07_TeamND_TeamA2,74,18.0,75,2104323,6,2
83380,1903_07_TeamND_TeamA2,81,20.0,82,2240223,5,2
83506,1903_07_TeamND_TeamA2,110,26.0,111,3209723,4,2
83541,1903_07_TeamND_TeamA2,120,28.0,121,3550873,4,2
83563,1903_07_TeamND_TeamA2,125,29.0,126,3679273,4,2
83603,1903_07_TeamND_TeamA2,136,31.0,137,3974223,6,2
84077,1903_07_TeamND_TeamA2,271,61.0,272,8693573,3,2
84117,1903_07_TeamND_TeamA2,283,65.0,284,9272873,3,2
84144,1903_07_TeamND_TeamA2,290,67.0,291,9484573,6,2
84236,1903_07_TeamND_TeamA2,313,73.0,314,10392073,4,2
84276,1903_07_TeamND_TeamA2,322,76.0,323,10779073,4,2
84396,1902_20_TeamME_TeamA2,8,2.0,8,197828,6,2
84453,1902_20_TeamME_TeamA2,23,6.0,23,683028,4,2
84512,1902_20_TeamME_TeamA2,34,11.0,34,1150328,6,2
84564,1902_20_TeamME_TeamA2,49,15.0,49,1733328,3,2
84578,1902_20_TeamME_TeamA2,53,16.0,53,1832428,5,2
84608,1902_20_TeamME_TeamA2,61,18.0,61,2022428,3,2
84652,1902_20_TeamME_TeamA2,72,21.0,72,2444428,5,2
84705,1902_20_TeamME_TeamA2,82,25.0,82,2834528,6,2
84749,1902_20_TeamME_TeamA2,95,27.0,95,3251128,4,2
84792,1902_20_TeamME_TeamA2,105,32.0,105,3747728,4,2
84867,1902_20_TeamME_TeamA2,124,37.0,124,4385978,5,2
84889,1902_20_TeamME_TeamA2,129,38.0,129,4610528,4,2
84932,1902_20_TeamME_TeamA2,141,41.0,141,5009178,4,2
84952,1902_20_TeamME_TeamA2,146,42.0,146,5237528,4,2
85055,1902_20_TeamME_TeamA2,171,47.0,171,6308678,4,2
85139,1902_20_TeamME_TeamA2,193,,193,7094078,6,2
85161,1902_20_TeamME_TeamA2,198,,198,7234978,6,2
85269,1902_20_TeamME_TeamA2,229,60.0,229,8662028,3,2
85284,1902_20_TeamME_TeamA2,232,61.0,232,8860028,5,2
85514,1902_20_TeamME_TeamA2,298,74.0,298,10891428,3,2
85587,1903_04_TeamNC_TeamA1,10,4.0,11,312619,3,2
85646,1903_04_TeamNC_TeamA1,25,7.0,27,841619,4,2
85690,1903_04_TeamNC_TeamA1,36,9.0,38,1187019,3,2
85700,1903_04_TeamNC_TeamA1,38,10.0,40,1349969,3,2
85740,1903_04_TeamNC_TeamA1,49,13.0,51,1737719,6,2
85809,1903_04_TeamNC_TeamA1,65,18.0,67,2206719,3,2
85819,1903_04_TeamNC_TeamA1,67,19.0,69,2383419,5,2
85974,1903_04_TeamNC_TeamA1,109,29.0,114,3906619,4,2
85985,1903_04_TeamNC_TeamA1,111,30.0,116,3958669,5,2
86023,1903_04_TeamNC_TeamA1,121,32.0,126,4379269,5,2
86110,1903_04_TeamNC_TeamA1,144,38.0,149,5139769,5,2
86217,1902_30_TeamMF_TeamA2,29,9.0,29,907104,6,2
86251,1902_30_TeamMF_TeamA2,37,11.0,37,1189104,4,2
86297,1902_30_TeamMF_TeamA2,51,,51,1567054,5,2
86581,1902_30_TeamMF_TeamA2,130,32.0,130,4076979,3,2
86658,1902_30_TeamMF_TeamA2,150,,150,4861729,4,2
86681,1902_30_TeamMF_TeamA2,155,39.0,155,5212479,4,2
86770,1902_30_TeamMF_TeamA2,178,43.0,178,6065329,4,2
86813,1902_30_TeamMF_TeamA2,186,46.0,186,6410679,4,2
86845,1902_30_TeamMF_TeamA2,194,48.0,194,6723079,5,2
86928,1902_30_TeamMF_TeamA2,216,54.0,216,7639429,3,2
86965,1902_30_TeamMF_TeamA2,227,56.0,227,7853579,6,2
87039,1902_30_TeamMF_TeamA2,248,61.0,248,8590479,6,2
87128,1902_30_TeamMF_TeamA2,273,67.0,273,9496379,4,2
87285,1902_30_TeamMF_TeamA2,320,76.0,320,11418164,4,2
87307,1902_17_TeamMB_TeamA1,2,1.0,2,54734,4,2
87335,1902_17_TeamMB_TeamA1,9,3.0,9,195534,4,2
87462,1902_17_TeamMB_TeamA1,38,9.0,38,1311284,4,2
87531,1902_17_TeamMB_TeamA1,54,13.0,54,1778234,5,2
87543,1902_17_TeamMB_TeamA1,56,14.0,56,1836534,6,2
87552,1902_17_TeamMB_TeamA1,57,15.0,57,1880134,6,2
87564,1902_17_TeamMB_TeamA1,59,16.0,59,2043534,4,2
87604,1902_17_TeamMB_TeamA1,70,19.0,70,2371384,3,2
87641,1902_17_TeamMB_TeamA1,80,22.0,80,2704934,4,2
87649,1902_17_TeamMB_TeamA1,81,23.0,81,2741384,3,2
87656,1902_17_TeamMB_TeamA1,82,24.0,82,2825734,3,2
87664,1902_17_TeamMB_TeamA1,83,25.0,83,2867134,3,2
87742,1902_17_TeamMB_TeamA1,99,30.0,99,3421320,4,2
87756,1902_17_TeamMB_TeamA1,102,31.0,102,3611870,6,2
87764,1902_17_TeamMB_TeamA1,103,32.0,103,3640270,6,2
87806,1902_17_TeamMB_TeamA1,115,36.0,116,4222418,3,2
87841,1902_17_TeamMB_TeamA1,123,38.0,124,4552118,6,2
87855,1902_17_TeamMB_TeamA1,126,39.0,127,4613618,3,2
87868,1902_17_TeamMB_TeamA1,129,40.0,130,4682668,6,2
87903,1902_17_TeamMB_TeamA1,139,42.0,140,4982718,3,2
87943,1902_17_TeamMB_TeamA1,151,44.0,152,5367368,3,2
87958,1902_17_TeamMB_TeamA1,155,45.0,156,5467068,3,2
88026,1902_17_TeamMB_TeamA1,172,49.0,173,6050118,5,2
88101,1902_17_TeamMB_TeamA1,193,52.0,194,6925082,4,2
88142,1902_17_TeamMB_TeamA1,202,54.0,203,7114332,4,2
88298,1902_17_TeamMB_TeamA1,246,62.0,247,8514182,4,2
88739,1901_05_TeamLI_TeamA3,119,,119,4004852,5,2
88837,1901_05_TeamLI_TeamA3,150,,150,5098051,3,2
89176,1901_05_TeamLI_TeamA3,247,,247,8482447,4,2
89487,1901_05_TeamLI_TeamA3,334,,334,11424395,6,2
89609,1902_08_TeamMJ_TeamB,13,3.0,13,387844,4,2
89674,1902_08_TeamMJ_TeamB,29,8.0,29,1002694,3,2
89890,1902_08_TeamMJ_TeamB,86,22.0,86,3112644,6,2
89935,1902_08_TeamMJ_TeamB,99,25.0,99,3617494,3,2
89975,1902_08_TeamMJ_TeamB,108,27.0,108,3960344,6,2
90031,1902_08_TeamMJ_TeamB,123,31.0,123,4407944,5,2
90073,1902_08_TeamMJ_TeamB,133,33.0,133,4873194,4,2
90161,1902_08_TeamMJ_TeamB,158,39.0,158,6114994,3,2
90170,1902_08_TeamMJ_TeamB,160,40.0,160,6309694,4,2
90187,1902_08_TeamMJ_TeamB,164,41.0,164,6411944,5,2
90307,1902_08_TeamMJ_TeamB,195,49.0,195,7671144,3,2
90429,1902_08_TeamMJ_TeamB,227,58.0,227,8699944,6,2
90447,1902_08_TeamMJ_TeamB,230,59.0,230,8776794,4,2
90614,1902_08_TeamMJ_TeamB,276,71.0,276,10584544,5,2
90646,1902_08_TeamMJ_TeamB,285,73.0,285,10812844,6,2
90738,1902_08_TeamMJ_TeamB,311,81.0,311,11904955,4,2
90756,1902_08_TeamMJ_TeamB,316,82.0,316,12221955,4,2
90769,1902_08_TeamMJ_TeamB,318,83.0,318,12280905,6,2
90784,1902_08_TeamMJ_TeamB,321,84.0,321,12362405,6,2
90919,1902_08_TeamMJ_TeamB,357,93.0,357,13677505,6,2
91061,1903_10_TeamNJ_TeamB,5,2.0,6,152839,3,2
91099,1903_10_TeamNJ_TeamB,12,5.0,13,459739,4,2
91133,1903_10_TeamNJ_TeamB,18,7.0,19,624139,4,2
91199,1903_10_TeamNJ_TeamB,38,11.0,41,1304539,6,2
91284,1903_10_TeamNJ_TeamB,60,16.0,63,2091489,6,2
91311,1903_10_TeamNJ_TeamB,67,17.0,70,2268389,5,2
91342,1903_10_TeamNJ_TeamB,73,20.0,76,2551289,6,2
91421,1903_10_TeamNJ_TeamB,95,24.0,99,3318689,4,2
91582,1903_10_TeamNJ_TeamB,137,34.0,141,4689989,4,2
